Source_System,Primary_Label,CURIE,Formal_Label,Concept_Type,Hierarchy_Path,Synonyms,Description,Parent_IDs,Concept_ID,URI,Has_Translation,Status,Crosswalks,Extraction_Date,working_category,review_status
Getty Art & Architecture Thesaurus,devotional images (religious works),AAT:300178241,devotional images (religious works),skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > devotional images (religious works),"devotional image (religious visual work) | devotional art | art, devotional | image, devotional (religious visual work) | images, devotional (religious visual works)","Images, either two-dimensional pictures or three-dimensional, used in private piety or other religious purposes in a place of worship or home, intended as recipients of prayer or aids to meditation; distinct from images that serve the liturgy or are primarily didactic.",300234093,300178241,http://vocab.getty.edu/aat/300178241,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,communion pitchers,AAT:300422175,communion pitchers,skos:Concept,Objects Facet > Object Genres (hierarchy name) > object genres (object classifications) > <object genres by function> > ceremonial objects > religious objects > liturgical objects > communion pitchers,"communion pitcher | communion flagons | pitchers, communion","Pitchers used during the Eucharistic service to contain the sacramental wine, which will be poured into the chalice and consecrated.",300234147,300422175,http://vocab.getty.edu/aat/300422175,yes,active,http://vocab.getty.edu/aat/300422175 | http://www.wikidata.org/entity/Q2556181,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,picture Bibles,AAT:300266057,picture Bibles,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Information Forms (hierarchy name) > information forms (objects) > document genres > <documents by function> > religious texts > Bibles > picture Bibles,"picture Bible | Bibles, picture | Bible Picture Bibles","Bibles which generally contain only illustrations, sometimes with short pieces of text. In the past, they were used to spread knowledge of the Bible to the uneducated. Numerous examples exist from the Middle Ages, although picture Bibles dating to the 11th and 12th centuries, as well as those dating as late as the 16th century, have been discovered.",300264513,300266057,http://vocab.getty.edu/aat/300266057,yes,active,http://vocab.getty.edu/aat/300266057 | http://id.loc.gov/authorities/subjects/sh85013701,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,sacrifice beads,AAT:300391126,sacrifice beads,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > prayer beads > sacrifice beads,sacrifice bead | good deed beads | St. Therese beads,"Christian religious articles comprising a string of 10 or more beads woven in a ladder-like formation to allow a bead to be slid up and down the string to count sacrifices, good deeds, and prayers throughout the day. The string typically has a medal of St. Therese on one end and a crucifix on the other; modern sacrifice beads may be in the form of a bracelet. According to tradition, the beads originated in the childhood of St. Therese of Lisieux, who was said to have used a string of prayer beads for this purpose.",300234006 | 300264660,300391126,http://vocab.getty.edu/aat/300391126,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,<temporary alphabetical list: religious visual works by related event>,AAT:300435619,<temporary alphabetical list: religious visual works by related event>,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > <religious visual works by related event> > <temporary alphabetical list: religious visual works by related event>,,,,300435619,http://vocab.getty.edu/aat/300435619,yes,active,,2026-03-12 16:24:20,religious other,Human Reviewed
Getty Art & Architecture Thesaurus,easter baskets,AAT:300423920,easter baskets,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > <religious visual works by related event> > <temporary alphabetical list: religious visual works by related event> > easter baskets,easter basket,,300234093,300423920,http://vocab.getty.edu/aat/300423920,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,Hanukkah lamps,AAT:300180588,Hanukkah lamps,skos:Concept,Objects Facet > Furnishings and Equipment (hierarchy name) > Furnishings (hierarchy name) > furnishings (works) > <furnishings by form or function> > lighting equipment > lighting devices > <lighting devices by form> > lamps (lighting devices) > <lamps by function> > Hanukkah lamps,"Hanukkah lamp | chanukiah (lamp) | hanukkah lamp | Channukas (lamps) | Chanukah lamps | Hanukah lamps | Hanukah lights | Hanuka lamps | Hanukas (lamps) | Hanukkahs (lamps) | lamps, Hanukkah | menorah (Hanukkah lamp) | menorahs (Hanukkah lamps) | hanukkiah (lamp) | hanukka lamp","Lamps with eight small oil fonts or candle sockets, one for each day of observance of the festival of Hanukkah, and a ninth oil font or candle socket, called the shamash or server, used for lighting the others. For the holy candelabra used in the Jewish Temple, use ""menorahs (temple lamps).""",300037592 | 300234093,300180588,http://vocab.getty.edu/aat/300180588,yes,active,http://vocab.getty.edu/aat/300180588 | http://www.wikidata.org/entity/Q750660,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,Schnitzaltars,AAT:300264823,Schnitzaltars,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > altarpieces > Schnitzaltars,Schnitzaltar | schnitzaltars | schnitzaltar,"Refers to altarpieces produced primarily in Germany, Austria, and the Tyrol in the 15th and 16th centuries. The term means 'carved altarpiece' in German. Schnitzaltars could be located on either the high altar or side altars; they are characterized by being profusely colored and gilded and having four sections: a central shrine containing sculpture, under which is a smaller shrine commonly referred to by the Italian term 'predella,' and two movable pairs of shutters or wings, containing either paintings or relief carvings on both front and back. Opening and closing the wings provided variety, generally relating to the liturgical calendar. The shrine section was typically surmounted by an architectural superstructure of carved tracery and sculpture niches.",300075940,300264823,http://vocab.getty.edu/aat/300264823,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,memento mori (images),AAT:300458719,memento mori (images),skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > devotional images (religious works) > memento mori (images),mementos mori (images),"Paintings or other art works that serve as a reminder of the inevitability of death, usually due to the depicted subject.",300178241 | 300015638,300458719,http://vocab.getty.edu/aat/300458719,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,graduals,AAT:300026462,graduals,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Information Forms (hierarchy name) > information forms (objects) > document genres > <documents by function> > religious texts > liturgical texts > graduals,gradual,Service books containing the musical portion of the mass sung by the choir.,300202991,300026462,http://vocab.getty.edu/aat/300026462,yes,active,http://vocab.getty.edu/aat/300026462 | http://www.wikidata.org/entity/Q849305,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,devotional literature,AAT:300254377,devotional literature,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Information Forms (hierarchy name) > information forms (objects) > document genres > <documents by function> > religious texts > devotional literature,"devotional writings | literature, devotional | writings, devotional","Religious texts that explore the values, ideas, and behaviors that a religion is seeking to advance, for the purpose of leading the individual, through devotion, closer to an ultimate state of grace or perfection.",300220519,300254377,http://vocab.getty.edu/aat/300254377,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,dung-chen,AAT:300222195,dung-chen,skos:Concept,Objects Facet > Furnishings and Equipment (hierarchy name) > Sound Devices (hierarchy name) > sound devices (equipment) > <sound devices by acoustical characteristics> > aerophones > lip-vibrated aerophones > <lip-vibrated aerophones with conical bore> > <lip-vibrated aerophones with conical bore: natural> > dung-chen,,"Long straight metal end-blown trumpetlike instruments of Tibet, of conical bore, made of several sections which can be telescoped together when not in use, and with a large bell which usually rests on the ground or some other support during play. They are traditionally played in pairs in Buddhist ritual.",300042354 | 300041639 | 300234093,300222195,http://vocab.getty.edu/aat/300222195,yes,active,http://vocab.getty.edu/aat/300222195 | http://www.wikidata.org/entity/Q1265690,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,ex-votos (religious visual works),AAT:300178243,ex-votos (religious visual works),skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > ex-votos (religious visual works),"ex-voto (religious visual work) | ex votos (religious visual works) | votive images | images, votive","Relatively small images, either painted or sculpted in low relief or in the round, that are donated to a Christian church or pilgrimage site in the hope of or in gratitude to God, the Virgin Mary, or a saint for deliverance from illness or distress. The images may represent saints, other human figures, parts of human figures, or other living or inanimate things. The term comes from the Latin and Greek formulas that are often inscribed on the items, beginning with ""ex voto"" or its equivalent ""hyper euches."" May also be used for pre-Christian and pre-Islamic cult and ritual items of similar or identical form from Asia Minor, North Africa, the Mediterranean, and west central Europe. May also be used for similar items developed via more recent traditions in the religions of India, Tibet, China, and Japan.  For objects having this purpose but containing no images, use the term ""votive offerings.""",300178244 | 300234093,300178243,http://vocab.getty.edu/aat/300178243,yes,active,http://vocab.getty.edu/aat/300178243 | http://www.wikidata.org/entity/Q683010,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,dikiria,AAT:300444088,dikiria,skos:Concept,Objects Facet > Object Genres (hierarchy name) > object genres (object classifications) > <object genres by function> > ceremonial objects > religious objects > liturgical objects > dikiria,dikirion,"Two-armed candlestick, with which the Orthodox community is blessed by the bishop during a pontifical liturgy. The two arms refer to the dual status of Christ, both human and divine.",300234147,300444088,http://vocab.getty.edu/aat/300444088,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,retablos (panel paintings),AAT:300262837,retablos (panel paintings),skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by material or technique> > paintings (visual works) > <paintings by subject type> > retablos (panel paintings),retablo (panel painting),"Refers to relatively small panel paintings of Roman Catholic religious subjects produced in Mexico, other Latin American countries, and the Spanish-speaking United States. They were produced from Spanish colonial times through the present. The subjects may include saints or miraculous events wherein individuals dedicating the paintings are assisted through the divine intervention of the holy personages depicted. They are typically painted in bright colors, usually oils or tempera, on panels of pine, zinc, copper, or tin-plated iron. The paintings were used in household altars or served as offerings of religious devotion or thanksgiving.",300075940 | 300191086 | 300234144 | 300033618,300262837,http://vocab.getty.edu/aat/300262837,yes,active,http://vocab.getty.edu/aat/300262837 | http://www.wikidata.org/entity/Q2396988,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,subhahs,AAT:300264661,subhahs,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > prayer beads > subhahs,subhah | subẖah | masbahah | tasbih,"Refers to strings of Muslim prayer beads in which units of 99, 33, or other numbers, represent the names of God; they are thought to have originated in Persia. They are typically made of made of wood, bone, or precious stones, with the ends bound together. As the beads are touched one by one, Muslims may recite any of numerous formulas, the most common being ""Glory to Allah."" Also, since prayer may also be recited in the secret of one's heart, a person can multiply his praises of God by merely moving the beads through his fingers while engaged in conversation.",300264660,300264661,http://vocab.getty.edu/aat/300264661,yes,active,http://vocab.getty.edu/aat/300264661 | http://www.wikidata.org/entity/Q1141821,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,etrog boxes,AAT:300425165,etrog boxes,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > <religious visual works by related event> > <temporary alphabetical list: religious visual works by related event> > etrog boxes,etrog box,,300234093,300425165,http://vocab.getty.edu/aat/300425165,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,devotional cards,AAT:300424544,devotional cards,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Information Forms (hierarchy name) > information forms (objects) > information artifacts > <information artifacts by physical form> > cards (information artifacts) > devotional cards,"devotional card | cards, devotional","Small cards, often made of cardboard or paper, with religious graphics or text located on one side. Pre-19th century cards often used watercolor or paint while those created during and after the 1800s used printed imagery.",300234147 | 300026756,300424544,http://vocab.getty.edu/aat/300424544,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,menorahs (temple lamps),AAT:300391227,menorahs (temple lamps),skos:Concept,Objects Facet > Furnishings and Equipment (hierarchy name) > Furnishings (hierarchy name) > furnishings (works) > <furnishings by form or function> > lighting equipment > lighting devices > <lighting devices by form> > lamps (lighting devices) > <lamps by function> > menorahs (temple lamps),menorah (temple lamps) | minoorahs (temple lamps) | tabernacle menorahs,"Candelabra or oil lamps having seven branches, modeled after the item that is said to have been used in the ancient temple in Jerusalem. The cup atop the central shaft, which is somewhat elevated to signify the Sabbath, is flanked by three lights on each side. For the eight-branched candelabra or lamps used for Hannukah, use ""Hanukkah lamps.""",300037592 | 300234093,300391227,http://vocab.getty.edu/aat/300391227,yes,active,http://vocab.getty.edu/aat/300391227 | http://www.wikidata.org/entity/Q170476,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,sanctus bells,AAT:300199272,sanctus bells,skos:Concept,Objects Facet > Furnishings and Equipment (hierarchy name) > Sound Devices (hierarchy name) > sound devices (equipment) > <sound devices by acoustical characteristics> > idiophones > struck idiophones > directly struck idiophones > percussion idiophones > percussion idiophones: hollow-bodied > <bells and sets of bells> > bells (idiophones) > suspended bells > clapper bells > sanctus bells,"sanctus bell | campana de iglesia | bells, sanctus | sacring bells | sacring-bells | saints' bells","Medium-sized or small bells that were used in a Christian service, hung in a location where the bell might be heard by those outside as well as within the church. Examples of where the sanctus bell is hung include a bellcote, a chancel roof, a belfry, or window. The bell was rung to alert people outside and inside the church that the main portion of the Mass was beginning. At High Masses, the great church bell was rung instead of the sanctus bell. In modern services, the small altar bells are instead typically rung at the Sanctus portion of the Mass.",300041874 | 300205019 | 300234093,300199272,http://vocab.getty.edu/aat/300199272,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,Buddhas (visual works),AAT:300262950,Buddhas (visual works),skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by subject type> > Buddhas (visual works),Buddha (visual work) | Bhoodha (visual work) | Bhoodhas (visual works) | Boodha (visual work) | Boodhas (visual works) | Boudhou (visual work) | Boudhous (visual works) | Buddh (visual work) | Buddho (visual work) | Buddhos | Buddhs (visual works) | Buddou (visual work) | Buddous (visual works) | Budh (visual work) | Budhs (visual works),Representations in any medium of Gautama Buddha.,300191086 | 300178241 | 300234093,300262950,http://vocab.getty.edu/aat/300262950,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,pratimā,AAT:300446716,pratimā,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > devotional images (religious works) > pratimā,,"In Indian art or architecture,  a sacred image or depiction of a deity.",300178241,300446716,http://vocab.getty.edu/aat/300446716,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,homiliaries,AAT:300211641,homiliaries,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Information Forms (hierarchy name) > information forms (objects) > document genres > <documents by function> > religious texts > liturgical texts > homiliaries,homiliary | homiliarium,"Collections of homilies or sermons, which are discourses usually delivered from a pulpit, based upon a text of scripture, with the goal of giving religious instruction or exhortation. Homiliaries are often arranged according to the ecclesiastical year for reading at services.",300202991,300211641,http://vocab.getty.edu/aat/300211641,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,diableries,AAT:300264703,diableries,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Information Forms (hierarchy name) > information forms (objects) > document genres > <documents by function> > religious texts > diableries,diablerie,"Texts having to do with devils, devil-lore, or the description or representation of devils. The term may refer to any representations in words or pictures of black magic or of dealings with the devil.",300220519,300264703,http://vocab.getty.edu/aat/300264703,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,hosts (eucharistic bread),AAT:300390902,hosts (eucharistic bread),skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > hosts (eucharistic bread),host (eucharistic bread) | eucharistic hosts | altar bread,"Pieces of bread that are consecrated and form one of the principle elements of the Christian eucharistic sacrament. In modern western rites, the hosts are often thin wafers of unleavened bread. Most eastern churches use leavened bread. Early in Christian history, loaves of bread and wine for the eucharistic sacrifice were brought to the altar by the faithful, each contributing his or her share. Eventually, the hosts were prepared under controlled conditions, assuming a round form of moderate thickness, often stamped with a cross or another significant religious emblem. In modern western rites, hosts are often so thin as to be wafer-like. The term ""host"" derives from Latin ""hostia,"" meaning the victim or host for a sacrifice, which is symbolized by the consecration of the bread.",300234093,300390902,http://vocab.getty.edu/aat/300390902,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,flabelli,AAT:300266063,flabelli,skos:Concept,Objects Facet > Object Genres (hierarchy name) > object genres (object classifications) > <object genres by function> > ceremonial objects > religious objects > liturgical objects > flabelli,flabellum | flabellums | liturgical fans | ripidions,"Decorated fans in the form of a disk or other shape made from precious feathers, metal, leather, parchment, or silk, mounted on a pole or handle, and used to keep flies and other insects away from liturgical sacrifices. They were first used in pre-Christian sacrifices and were then taken up by the Early Christians. Use was continued in the Latin Church to about the 14th century, and in the Greek Church to the present day. Flabelli in the shape of a fan, later morphing into an umbrella or canopy, were also used historically to designate the ranks of bishops and princes in ceremonies. Two fans of this kind are used at the Vatican whenever the Pope is carried in state.",300234147,300266063,http://vocab.getty.edu/aat/300266063,yes,active,http://vocab.getty.edu/aat/300266063 | http://www.wikidata.org/entity/Q2114010,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,holiday costumes,AAT:300426108,holiday costumes,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > <religious visual works by related event> > <temporary alphabetical list: religious visual works by related event> > holiday costumes,holiday costume,,300234093,300426108,http://vocab.getty.edu/aat/300426108,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,pratirūpaka,AAT:300446497,pratirūpaka,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > devotional images (religious works) > pratirūpaka,,"In Indian art or architecture, a dramatic figure-composition.",300178241,300446497,http://vocab.getty.edu/aat/300446497,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,kyriales,AAT:300211650,kyriales,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Information Forms (hierarchy name) > information forms (objects) > document genres > <documents by function> > religious texts > liturgical texts > kyriales,kyriale | kyrials,Liturgical books containing the fixed musical chants of the mass.,300202991,300211650,http://vocab.getty.edu/aat/300211650,yes,active,http://vocab.getty.edu/aat/300211650 | http://www.wikidata.org/entity/Q896985,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,funerary texts,AAT:300451774,funerary texts,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Information Forms (hierarchy name) > information forms (objects) > document genres > <documents by function> > religious texts > funerary texts,"funerary text | texts, funerary",Texts used in the context of rites or rituals having to do with the deceased and dying.,300220519,300451774,http://vocab.getty.edu/aat/300451774,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,idols,AAT:300266032,idols,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > idols,idol,"Images of a deity used as a focus for worship; the term is usually used specifically to distinguish a non-Christian item from Christian images. For a Christian image that is itself considered sacred, use ""icon."" For an ancient Greek or Roman sacred image, use ""cult image.""",300234093,300266032,http://vocab.getty.edu/aat/300266032,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,incense sets,AAT:300449035,incense sets,skos:Concept,Objects Facet > Object Genres (hierarchy name) > object genres (object classifications) > <object genres by function> > ceremonial objects > religious objects > liturgical objects > incense sets,incense set,"Sets consisting of a stand holding a holy water bucket, censer, and incense vessel.",300234147,300449035,http://vocab.getty.edu/aat/300449035,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,holiday lights,AAT:300426110,holiday lights,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > <religious visual works by related event> > <temporary alphabetical list: religious visual works by related event> > holiday lights,holiday light,,300234093,300426110,http://vocab.getty.edu/aat/300426110,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,paschal candlesticks,AAT:300390961,paschal candlesticks,skos:Concept,Objects Facet > Furnishings and Equipment (hierarchy name) > Furnishings (hierarchy name) > furnishings (works) > <furnishings by form or function> > lighting equipment > lighting devices > <lighting devices by form> > <candles and candleholders> > candleholders > candlesticks > paschal candlesticks,"paschal candlestick | candlesticks, paschal","Candlesticks designed for the paschal candle. Pascal candlesticks are typically conspicuous and decorative features of the Easter celebration. They may be made of a variety of materials, including metal, wood, or stone; the candlesticks themselves may be of such large and substantial design that they form permanent adjuncts of the ambo or pulpit, rather than being brought out only for the Easter season (although the candlestick would be without the candle outside the Easter season).",300037588 | 300234093,300390961,http://vocab.getty.edu/aat/300390961,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,tintinnabulos,AAT:300301443,tintinnabulos,skos:Concept,Objects Facet > Furnishings and Equipment (hierarchy name) > Sound Devices (hierarchy name) > sound devices (equipment) > <sound devices by acoustical characteristics> > idiophones > struck idiophones > directly struck idiophones > percussion idiophones > percussion idiophones: hollow-bodied > <bells and sets of bells> > bells (idiophones) > suspended bells > clapper bells > tintinnabulos,tintinnabulo | tintinnabulum,"Bells having a very particular ceremonial significance in ancient or Roman Catholic ceremonies. It may refer to a bell mounted on a pole and carried in procession or otherwise displayed, signifying a cathedral (seat of a bishop) and its link to the Pope. It derives from a medieval practice where a mounted bell was used in papal processions to alert passersby of the approach of the Pope. The term may also refer to a distinctive Etruscan or Roman carved or decorated ceremonial or funereal bell, or such a bell-shape depicted in two dimensions in a relief sculpture or wall painting.",300041874 | 300234147,300301443,http://vocab.getty.edu/aat/300301443,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,ruixiang,AAT:300404707,ruixiang,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > devotional images (religious works) > ruixiang,,"In Buddhism, objects or images considered ""auspicious images,"" for example, an image of the Buddha that had a miraculous appearance or characteristics considered to be a sign of divine favor.",300178241,300404707,http://vocab.getty.edu/aat/300404707,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,lectionaries,AAT:300026464,lectionaries,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Information Forms (hierarchy name) > information forms (objects) > document genres > <documents by function> > religious texts > liturgical texts > lectionaries,lectionary,Books containing the extracts (pericopes) from scripture appointed to be read at public worship; by the 13th century usually incorporated into the missal.,300202991,300026464,http://vocab.getty.edu/aat/300026464,yes,active,http://vocab.getty.edu/aat/300026464 | http://www.wikidata.org/entity/Q284465,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,Bible stories,AAT:300263184,Bible stories,skos:Concept,Associated Concepts Facet > Associated Concepts (hierarchy name) > <concepts in the arts and humanities> > <genres in literature and performing arts> > <genres for literature> > Bible stories,"Bible story | bible stories | bible story | Bible-stories | Bible-story | Biblical stories | Biblical story | stories, Bible",Stories paraphrasing Biblical texts or closely based on Biblical events.,300200882 | 300263209 | 300180362 | 300220519,300263184,http://vocab.getty.edu/aat/300263184,yes,active,http://vocab.getty.edu/aat/300263184 | http://www.wikidata.org/entity/Q856663,2026-03-12 16:24:20,religious other,Human Reviewed
Getty Art & Architecture Thesaurus,liturgical texts,AAT:300202991,liturgical texts,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Information Forms (hierarchy name) > information forms (objects) > document genres > <documents by function> > religious texts > liturgical texts,"liturgical text | texts, liturgical",Religious texts used for varied rites.,300234147 | 300220519,300202991,http://vocab.getty.edu/aat/300202991,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,miraculous images,AAT:300256521,miraculous images,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > miraculous images,"miraculous image | images, miraculous","Images believed to possess supernatural powers or abilities such as healing, moving, or secreting substances resembling, for example, blood or tears.",300234093,300256521,http://vocab.getty.edu/aat/300256521,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,liturgical lances,AAT:300391150,liturgical lances,skos:Concept,Objects Facet > Object Genres (hierarchy name) > object genres (object classifications) > <object genres by function> > ceremonial objects > religious objects > liturgical objects > liturgical lances,"liturgical lance | lances, liturgical | lances (liturgical object) | liturgical spears | holy spears","Liturgical objects in the form of small lances or spears, used in the Greek Church used in the preparatory rite of prothesis, during which the host is separated from a loaf before consecration.",300234147,300391150,http://vocab.getty.edu/aat/300391150,yes,active,http://vocab.getty.edu/aat/300391150 | http://www.wikidata.org/entity/Q4232322,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,holiday masks,AAT:300426111,holiday masks,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > <religious visual works by related event> > <temporary alphabetical list: religious visual works by related event> > holiday masks,holiday mask,,300234093,300426111,http://vocab.getty.edu/aat/300426111,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,Stations of the Cross,AAT:300265130,Stations of the Cross,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > devotional images (religious works) > Stations of the Cross,Station of the Cross | Way of the Cross,"Work comprising a series of fourteen devotional pictures or carvings recalling the passion of Christ from his condemnation to his burial. The devotional exercise of visiting and praying in front of each of the 14 stations originates from the practice of early Christian pilgrims who visited the scenes of the events in Jerusalem and walked the traditional route from the supposed location of Pilate's house to Calvary. The Stations of the Cross are the subject of personal and private devotions during Lent and Passiontide in Roman Catholic and some Anglican churches. The images are typically mounted on the inside walls of a church or chapel but may also be installed in such places as cemeteries, hospitals, religious houses, and on mountainsides. The Franciscans popularized this form of devotion in the late Middle Ages.",300178241,300265130,http://vocab.getty.edu/aat/300265130,yes,active,http://vocab.getty.edu/aat/300265130 | http://www.wikidata.org/entity/Q231685,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,missals,AAT:300026472,missals,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Information Forms (hierarchy name) > information forms (objects) > document genres > <documents by function> > religious texts > liturgical texts > missals,missal | mass books | mass-books,Books containing all the Roman Catholic prayers and responses necessary for celebrating the mass throughout the year.,300202991,300026472,http://vocab.getty.edu/aat/300026472,yes,active,http://vocab.getty.edu/aat/300026472 | http://www.wikidata.org/entity/Q833590,2026-03-12 16:24:20,material,Human Reviewed
